peak	gene	score
chr2-118695503-118696623	ENSMUSG00000040133	0.243201263488961
chr2-118702402-118704617	ENSMUSG00000040133	0.356511791151465
chr2-118262480-118264005	ENSMUSG00000005102	-0.138542113001954
chr2-118388062-118389332	ENSMUSG00000005102	-0.217443442051538
chr2-118478219-118480160	ENSMUSG00000005102	0.20976445638521
chr2-118676661-118678213	ENSMUSG00000005102	0.266307827424723
chr2-118702402-118704617	ENSMUSG00000005102	0.273304115903275
chr2-118269672-118270722	ENSMUSG00000040035	0.34287901083834
chr2-118269672-118270722	ENSMUSG00000027332	0.265116105600174
chr2-118372724-118374467	ENSMUSG00000040035	0.302243555256182
chr2-118388062-118389332	ENSMUSG00000039983	0.202472680912464
chr2-118861469-118862576	ENSMUSG00000074923	-0.209547191724136
chr2-118597605-118598632	ENSMUSG00000039983	-0.194651915312057
chr2-118676661-118678213	ENSMUSG00000040035	0.349675598472657
chr2-118695503-118696623	ENSMUSG00000040035	0.278867103183462
chr2-118702402-118704617	ENSMUSG00000040035	0.347915821191021
chr2-118730068-118731416	ENSMUSG00000040035	0.463457548658217
chr2-118676661-118678213	ENSMUSG00000070730	0.337148964402083
chr2-118695503-118696623	ENSMUSG00000027332	0.197410785604728
chr2-118730068-118731416	ENSMUSG00000027332	0.261875857461886
chr2-119111569-119113270	ENSMUSG00000027332	0.317428037109778
chr2-118702402-118704617	ENSMUSG00000039983	0.209619969030434
chr2-118775075-118776465	ENSMUSG00000039983	0.389425835667814
chr2-118775075-118776465	ENSMUSG00000070730	-0.169280885304034
chr2-118779059-118780718	ENSMUSG00000039983	0.190840496833383
chr2-118900880-118903100	ENSMUSG00000039983	0.212678491047628
chr2-119208016-119209508	ENSMUSG00000039983	0.372034674935886
chr2-119287857-119289423	ENSMUSG00000039983	-0.159010366316931
chr2-118882732-118883786	ENSMUSG00000014077	0.211477959433945
chr2-119028616-119029753	ENSMUSG00000070730	-0.17973936910309
chr2-119350314-119351818	ENSMUSG00000070730	-0.138881557259856
chr2-119034550-119035529	ENSMUSG00000034154	-0.197945117364371
chr2-119156233-119157561	ENSMUSG00000014077	-0.140893353869938
chr2-119156233-119157561	ENSMUSG00000085438	-0.216226283419952
chr2-119156233-119157561	ENSMUSG00000027298	0.245574560188446
chr2-119413351-119414594	ENSMUSG00000034154	-0.173980817441324
chr2-119413351-119414594	ENSMUSG00000014077	-0.168437803005672
chr2-119476629-119478595	ENSMUSG00000014077	0.24074854127917
chr2-119546873-119548302	ENSMUSG00000014077	0.308123764235462
chr2-119662332-119663512	ENSMUSG00000014077	-0.163738207255954
chr2-119743844-119745548	ENSMUSG00000014077	0.212006614192468
chr2-119757631-119759485	ENSMUSG00000014077	0.21802036498641
chr2-119413351-119414594	ENSMUSG00000033943	-0.194027821300381
chr2-119413351-119414594	ENSMUSG00000033902	-0.206673785125109
chr2-119476629-119478595	ENSMUSG00000027298	0.22076664015549
chr2-119674424-119675846	ENSMUSG00000027296	0.361462512829903
chr2-119618014-119619061	ENSMUSG00000027298	0.278193782041503
chr2-119618014-119619061	ENSMUSG00000033943	-0.12519301553996
chr2-119799138-119801380	ENSMUSG00000027298	0.177265017768745
chr2-119741608-119743713	ENSMUSG00000033808	0.179575634725566
chr2-119757631-119759485	ENSMUSG00000027291	0.126330519816611
chr2-119896765-119898640	ENSMUSG00000027287	0.229972636799419
chr2-119971187-119973581	ENSMUSG00000033705	0.151145489112557
chr2-120068373-120070744	ENSMUSG00000027288	0.490819197289591
chr2-120068373-120070744	ENSMUSG00000027285	0.22913683308369
chr2-120075985-120076956	ENSMUSG00000033705	0.221438943179879
chr2-120337726-120338935	ENSMUSG00000090100	-0.157118237584332
chr2-120337726-120338935	ENSMUSG00000027272	-0.189866122836669
chr2-120413588-120415876	ENSMUSG00000027288	0.233383986396631
chr2-120628459-120629871	ENSMUSG00000027287	-0.185528697565002
chr2-120413588-120415876	ENSMUSG00000023572	0.258478628604664
chr2-120608643-120609971	ENSMUSG00000027285	0.318080686949031
chr2-120866397-120868139	ENSMUSG00000027285	0.336727902831308
chr2-120628459-120629871	ENSMUSG00000027286	-0.246648007319858
chr2-120563109-120564268	ENSMUSG00000033705	0.169013114700441
chr2-120849558-120851180	ENSMUSG00000033705	0.138472342671838
chr2-120608643-120609971	ENSMUSG00000054484	0.151370108434191
chr2-120628459-120629871	ENSMUSG00000043909	-0.138825675380128
chr2-120628459-120629871	ENSMUSG00000027254	-0.17445456709589
chr2-120729841-120732076	ENSMUSG00000054484	0.220709483940043
chr2-120866397-120868139	ENSMUSG00000027272	0.278551157146986
chr2-120969512-120971316	ENSMUSG00000023572	-0.202159438554602
chr2-121270671-121272501	ENSMUSG00000023572	0.162956536397042
chr2-120849558-120851180	ENSMUSG00000033526	0.223675394873474
chr2-120849558-120851180	ENSMUSG00000068479	-0.145787723419189
chr2-120866397-120868139	ENSMUSG00000033486	0.341075393045
chr2-120969512-120971316	ENSMUSG00000027259	0.167466273980546
chr2-121007893-121009120	ENSMUSG00000027259	0.169826933321923
chr2-120976363-120978307	ENSMUSG00000033526	0.211108893026044
chr2-120976363-120978307	ENSMUSG00000068479	0.268975357825608
chr2-121243870-121245371	ENSMUSG00000027263	0.183345994727218
chr2-121007893-121009120	ENSMUSG00000027254	0.230714545022705
chr2-121007893-121009120	ENSMUSG00000033486	0.344684230398239
chr2-121456475-121457792	ENSMUSG00000043909	0.31929430107527
chr2-121169827-121171841	ENSMUSG00000027254	0.267143001595196
chr2-121354466-121355733	ENSMUSG00000027254	0.212698361083878
chr2-121570832-121572244	ENSMUSG00000027254	0.238698661307621
chr2-121169827-121171841	ENSMUSG00000033526	-0.167526252896237
chr2-121169827-121171841	ENSMUSG00000027248	0.365406799998368
chr2-121222805-121224146	ENSMUSG00000033526	-0.278526996357221
chr2-121654985-121655782	ENSMUSG00000033526	0.239721298717787
chr2-121222805-121224146	ENSMUSG00000027248	-0.129566966472179
chr2-121413029-121414677	ENSMUSG00000027248	0.27328607146727
chr2-121654985-121655782	ENSMUSG00000027248	-0.140677746125696
chr2-121413029-121414677	ENSMUSG00000033486	0.336981789495485
chr2-121456475-121457792	ENSMUSG00000033486	0.409317332845183
chr2-121473375-121474707	ENSMUSG00000033486	0.320933080135635
chr2-121243870-121245371	ENSMUSG00000074884	0.223211866911941
chr2-121243870-121245371	ENSMUSG00000027238	0.290279444198423
chr2-121570832-121572244	ENSMUSG00000074884	-0.127999131810007
chr2-121288538-121290398	ENSMUSG00000027245	0.383765941176669
chr2-121456475-121457792	ENSMUSG00000027245	0.306776495904419
chr2-121654985-121655782	ENSMUSG00000027245	0.246279823642254
chr2-121473375-121474707	ENSMUSG00000048222	0.227610550652059
chr2-121620411-121622170	ENSMUSG00000048222	0.253373874357485
chr2-121456475-121457792	ENSMUSG00000068479	0.32016654525475
chr2-121354466-121355733	ENSMUSG00000033411	0.25084965978538
chr2-121620411-121622170	ENSMUSG00000027238	0.383963055840711
chr2-121620411-121622170	ENSMUSG00000033396	0.294355540782818
chr2-121654985-121655782	ENSMUSG00000033396	0.229540572392001
chr2-121916188-121917173	ENSMUSG00000033411	-0.141291135900385
chr2-122377181-122378802	ENSMUSG00000005804	0.382441949452479
chr2-122701823-122703281	ENSMUSG00000005802	-0.182524568993647
chr2-123486411-123487396	ENSMUSG00000027200	0.231487325322873
chr2-124609586-124611161	ENSMUSG00000027203	0.402491339334032
chr2-125031406-125033458	ENSMUSG00000035183	0.223548589549657
chr2-125135632-125137354	ENSMUSG00000035183	-0.198257080610022
chr2-125122034-125124051	ENSMUSG00000027201	0.269103061712142
chr2-125031406-125033458	ENSMUSG00000027203	0.270421545726691
chr2-125672498-125673895	ENSMUSG00000027204	-0.156066459445676
chr2-125782148-125783336	ENSMUSG00000091337	0.275394386582541
chr2-125723082-125724915	ENSMUSG00000035093	0.257400223852976
chr2-125624628-125626018	ENSMUSG00000027206	-0.218916875818025
chr2-125782148-125783336	ENSMUSG00000027207	0.276608921011482
chr2-126151706-126152942	ENSMUSG00000027207	0.241187240032251
chr2-126932283-126934421	ENSMUSG00000098024	0.24742679760411
chr2-126674472-126676363	ENSMUSG00000027361	-0.126443231642696
chr2-126874948-126876978	ENSMUSG00000027361	0.232648653031257
chr2-126552516-126554200	ENSMUSG00000027363	0.26608011598665
chr2-126706765-126707961	ENSMUSG00000027363	0.211606970780563
chr2-126734703-126736076	ENSMUSG00000027363	0.219736611115634
chr2-127033873-127036026	ENSMUSG00000027363	-0.182452802183365
chr2-126552516-126554200	ENSMUSG00000003660	0.123712709091531
chr2-126593732-126594557	ENSMUSG00000001999	-0.148408623596619
chr2-126674472-126676363	ENSMUSG00000001999	0.174791506211568
chr2-126674472-126676363	ENSMUSG00000003662	0.181615425043668
chr2-126706765-126707961	ENSMUSG00000001998	0.410632819116076
chr2-126706765-126707961	ENSMUSG00000001999	0.187289174410563
chr2-126734703-126736076	ENSMUSG00000001998	-0.1700223152587
chr2-126734703-126736076	ENSMUSG00000027367	-0.170172385604968
chr2-127069813-127071534	ENSMUSG00000027366	0.269059562417585
chr2-127247305-127249022	ENSMUSG00000027366	0.279649971691586
chr2-126786864-126788732	ENSMUSG00000003660	-0.185558577010932
chr2-126932283-126934421	ENSMUSG00000003660	0.134218153865039
chr2-127033873-127036026	ENSMUSG00000079056	0.221697449510315
chr2-127335370-127337027	ENSMUSG00000003660	0.180675456563276
chr2-127133437-127134571	ENSMUSG00000003662	0.242424242424242
chr2-127584159-127585162	ENSMUSG00000034850	-0.191420490282357
chr2-127506786-127509193	ENSMUSG00000027367	0.201113195285237
chr2-127247305-127249022	ENSMUSG00000027378	-0.228164267799807
chr2-127247305-127249022	ENSMUSG00000051319	0.211456830651359
chr2-127558905-127560097	ENSMUSG00000079056	0.270255210219247
chr2-127791920-127792784	ENSMUSG00000079056	0.219209190728213
chr2-127521012-127522545	ENSMUSG00000027374	-0.119899885391086
chr2-127558905-127560097	ENSMUSG00000027374	-0.145010753505219
chr2-127788420-127789876	ENSMUSG00000027374	0.307134183779792
chr2-127558905-127560097	ENSMUSG00000027378	0.164537833839384
chr2-127558905-127560097	ENSMUSG00000051319	-0.19233503183381
chr2-127586850-127587943	ENSMUSG00000027378	-0.17025163931641
chr2-128686844-128688269	ENSMUSG00000014353	0.285923930793189
chr2-128745681-128747916	ENSMUSG00000014353	0.261735342661312
chr2-129100562-129101649	ENSMUSG00000014353	0.248979441630059
chr2-129138955-129140800	ENSMUSG00000014353	0.264290641266171
chr2-128745681-128747916	ENSMUSG00000027387	0.26908100810658
chr2-128817231-128819213	ENSMUSG00000027387	0.277067065415324
chr2-128966687-128968526	ENSMUSG00000027387	0.206891029451871
chr2-129197893-129200229	ENSMUSG00000027387	-0.167138936281669
chr2-129231618-129233080	ENSMUSG00000042851	0.262999566165421
chr2-129065384-129066984	ENSMUSG00000027394	0.136349005250057
chr2-129296804-129298069	ENSMUSG00000027394	0.136231199273072
chr2-129100562-129101649	ENSMUSG00000027397	-0.173530796784915
chr2-129065384-129066984	ENSMUSG00000037902	0.228437554489106
chr2-129908484-129909757	ENSMUSG00000037902	0.229043356360174
chr2-129627636-129628424	ENSMUSG00000027405	0.256392378577891
chr2-129800162-129802135	ENSMUSG00000027406	0.234220216511209
chr2-129800162-129802135	ENSMUSG00000027303	0.255416888130464
chr2-129998229-129999607	ENSMUSG00000027411	0.276842104526374
chr2-130291315-130292107	ENSMUSG00000027404	0.278534620205457
chr2-130469117-130470490	ENSMUSG00000027406	0.246732961596228
chr2-130177694-130179900	ENSMUSG00000027411	0.218531483057986
chr2-130634035-130636386	ENSMUSG00000027411	0.22727557961122
chr2-130279595-130281494	ENSMUSG00000037703	0.265529899564888
chr2-130283699-130284781	ENSMUSG00000037703	0.20840700824023
chr2-130469117-130470490	ENSMUSG00000027303	0.222363046334591
chr2-130294748-130296376	ENSMUSG00000027312	0.143328431640336
chr2-130634035-130636386	ENSMUSG00000037740	0.162773141999356
chr2-130663848-130664936	ENSMUSG00000037740	0.196697538374016
chr2-130770987-130771832	ENSMUSG00000037740	0.258329983486101
chr2-130423494-130425433	ENSMUSG00000074797	-0.179560765083737
chr2-130423494-130425433	ENSMUSG00000027312	0.241694385427227
chr2-130449373-130451931	ENSMUSG00000027300	0.285989259123728
chr2-130469117-130470490	ENSMUSG00000027300	0.300314228701789
chr2-130469117-130470490	ENSMUSG00000027316	-0.157585424475758
chr2-130629257-130630341	ENSMUSG00000027300	0.200064745853353
chr2-130634035-130636386	ENSMUSG00000074797	-0.19131961864244
chr2-130629257-130630341	ENSMUSG00000037514	0.233335950971799
chr2-130641644-130643340	ENSMUSG00000027327	-0.170402806090243
chr2-130656394-130658848	ENSMUSG00000085566	-0.150687410336636
chr2-130663848-130664936	ENSMUSG00000085566	-0.13994751944271
chr2-130663848-130664936	ENSMUSG00000037514	-0.17926340048339
chr2-130667328-130668190	ENSMUSG00000027312	0.174007639199622
chr2-131178952-131180579	ENSMUSG00000027312	-0.153793814537166
chr2-131209691-131211488	ENSMUSG00000027312	-0.149506434182955
chr2-130838840-130841338	ENSMUSG00000027316	0.258072159854519
chr2-130905733-130907336	ENSMUSG00000027316	0.213863464213075
chr2-131178952-131180579	ENSMUSG00000027316	-0.11282403248029
chr2-131233346-131234598	ENSMUSG00000027327	-0.153751379467271
chr2-131037021-131038144	ENSMUSG00000048911	-0.136799616594334
chr2-131159381-131161134	ENSMUSG00000037514	-0.190159795742353
chr2-131209691-131211488	ENSMUSG00000037514	0.334394458320017
chr2-131261690-131263249	ENSMUSG00000037514	0.178579178593485
chr2-131545366-131546551	ENSMUSG00000027340	0.243573436222766
chr2-131740100-131741319	ENSMUSG00000027340	-0.137107271664329
chr2-131740100-131741319	ENSMUSG00000058793	0.235148590646994
chr2-131770443-131771723	ENSMUSG00000027340	-0.172238401123049
chr2-132252474-132253636	ENSMUSG00000058793	0.252930860656131
chr2-132247332-132248351	ENSMUSG00000027346	0.216771464873712
chr2-132314821-132316985	ENSMUSG00000037376	-0.153826421916199
chr2-132686487-132687574	ENSMUSG00000027346	0.253052672327372
chr2-132815454-132816526	ENSMUSG00000027346	-0.116500384807706
chr2-132846302-132847832	ENSMUSG00000027346	-0.20011808860039
chr2-132577300-132578620	ENSMUSG00000037376	-0.156250195743432
chr2-132878933-132880182	ENSMUSG00000027350	0.385777201519994
chr2-132741731-132742678	ENSMUSG00000037376	-0.212874403037705
chr2-135278002-135279666	ENSMUSG00000085631	0.253769462757913
chr2-136386866-136388466	ENSMUSG00000027281	0.198142236793083
chr2-136670230-136671108	ENSMUSG00000027273	0.437363385225374
chr2-140093305-140094549	ENSMUSG00000051379	-0.178398295468179
chr2-142900968-142901918	ENSMUSG00000038844	-0.137937589083832
chr2-143093323-143095642	ENSMUSG00000038844	-0.139536833167568
chr2-143245572-143246946	ENSMUSG00000027419	-0.147541226623489
chr2-143450570-143452596	ENSMUSG00000027419	0.424624663213475
chr2-143450570-143452596	ENSMUSG00000015932	0.292596238298531
chr2-143695677-143697105	ENSMUSG00000027423	0.315149286590613
chr2-144164935-144166323	ENSMUSG00000015932	0.240541824056814
chr2-144171846-144172915	ENSMUSG00000027422	0.342858299405895
chr2-144171846-144172915	ENSMUSG00000037307	-0.208777144950309
chr2-144009925-144011790	ENSMUSG00000027425	0.194195893035742
chr2-144171846-144172915	ENSMUSG00000027423	0.179605302026775
chr2-144464442-144466697	ENSMUSG00000027423	0.232215263803609
chr2-144526568-144528181	ENSMUSG00000027423	0.26953024555617
chr2-144599725-144600985	ENSMUSG00000027423	-0.171653115528067
chr2-144270110-144271344	ENSMUSG00000027429	0.215129116216222
chr2-144270110-144271344	ENSMUSG00000074754	0.207433782761871
chr2-144291549-144292642	ENSMUSG00000074754	0.179703257788318
chr2-144299496-144300624	ENSMUSG00000027427	-0.185364083343864
chr2-144368344-144369716	ENSMUSG00000027427	-0.185592635830313
chr2-144555425-144556697	ENSMUSG00000037259	-0.145378727705041
chr2-144593620-144594751	ENSMUSG00000037259	0.227256923895317
chr2-144791336-144792480	ENSMUSG00000027427	-0.152870505900383
chr2-144555425-144556697	ENSMUSG00000027429	-0.176474817091402
chr2-144593620-144594751	ENSMUSG00000027429	0.211082922910293
chr2-144593620-144594751	ENSMUSG00000074754	0.21404275231274
chr2-144458492-144459837	ENSMUSG00000027430	-0.170610023956781
chr2-144593620-144594751	ENSMUSG00000027430	-0.188580696694834
chr2-144602681-144604118	ENSMUSG00000027430	-0.168073430981644
chr2-145328543-145330786	ENSMUSG00000002728	0.253110186911043
chr2-145587485-145589053	ENSMUSG00000002728	-0.198090692124105
chr2-146220790-146223828	ENSMUSG00000002728	0.234647073818475
chr2-146501784-146503806	ENSMUSG00000037110	0.402911926359268
chr2-146855405-146856625	ENSMUSG00000027433	-0.155569508141946
chr2-148148141-148150077	ENSMUSG00000027438	-0.13598076354243
chr2-148310419-148312844	ENSMUSG00000027438	0.233009333809046
chr2-148407238-148409646	ENSMUSG00000027439	0.26290547067452
chr2-148874203-148875946	ENSMUSG00000036992	0.402950791207578
chr2-148742686-148744873	ENSMUSG00000027439	0.271842651857321
chr2-148731302-148733416	ENSMUSG00000027438	0.276415446656871
chr2-150135959-150137191	ENSMUSG00000068134	0.208523267984344
chr2-150666999-150668603	ENSMUSG00000063364	0.252242336053892
chr2-150663147-150663828	ENSMUSG00000027452	0.239067891998921
chr2-150666999-150668603	ENSMUSG00000033068	0.317781859410697
chr2-151037963-151040017	ENSMUSG00000033059	0.292672419825179
chr2-150663147-150663828	ENSMUSG00000053916	0.310169778994492
chr2-150903560-150905205	ENSMUSG00000032046	0.218185441779519
chr2-151631313-151632846	ENSMUSG00000027455	-0.184179432506902
chr2-151701762-151703473	ENSMUSG00000027455	-0.151619608715781
chr2-151740564-151741827	ENSMUSG00000027455	0.256302724189231
chr2-151564596-151565874	ENSMUSG00000027457	-0.139240120778169
chr2-151493687-151494915	ENSMUSG00000032869	0.177140840950707
chr2-151604764-151606183	ENSMUSG00000032869	0.188122462856211
chr2-151631313-151632846	ENSMUSG00000032869	-0.161072174680919
chr2-151979383-151980742	ENSMUSG00000032869	0.200207051854512
chr2-152028961-152030300	ENSMUSG00000032869	0.218311622421164
chr2-151701762-151703473	ENSMUSG00000074698	0.243014512330108
chr2-151740564-151741827	ENSMUSG00000027465	0.245570664317927
chr2-151961626-151963782	ENSMUSG00000027465	-0.187906767684776
chr2-151961626-151963782	ENSMUSG00000059361	0.140723400025546
chr2-151979383-151980742	ENSMUSG00000027466	-0.178592697540939
chr2-152139100-152139702	ENSMUSG00000074698	0.27907267657104
chr2-152331814-152333126	ENSMUSG00000074698	-0.213662538830699
chr2-152139100-152139702	ENSMUSG00000051817	0.256576710501583
chr2-152405653-152406887	ENSMUSG00000027466	0.14543626838842
chr2-152413548-152415400	ENSMUSG00000027466	-0.14958617134226
chr2-152543928-152545266	ENSMUSG00000059361	0.120266805225675
chr2-152293208-152294492	ENSMUSG00000051817	-0.20585978519776
chr2-152653792-152655056	ENSMUSG00000051817	0.10029847893962
chr2-152669100-152670522	ENSMUSG00000051817	0.150008929368701
chr2-152696508-152697355	ENSMUSG00000074682	0.26352997225653
chr2-152671078-152671990	ENSMUSG00000007659	-0.157779111631712
chr2-152775754-152777248	ENSMUSG00000007659	-0.181457896528019
chr2-152847386-152848396	ENSMUSG00000042548	0.281501817604596
chr2-152950295-152952685	ENSMUSG00000027475	-0.216929788597719
chr2-153014771-153016209	ENSMUSG00000068040	0.170802377268962
chr2-153240658-153242087	ENSMUSG00000068040	-0.198905258785153
chr2-153491552-153493520	ENSMUSG00000068040	-0.211880445964319
chr2-153240658-153242087	ENSMUSG00000061411	-0.133029792942302
chr2-153344947-153347129	ENSMUSG00000061411	0.297108009028002
chr2-153344947-153347129	ENSMUSG00000056941	0.276083366117957
chr2-153491552-153493520	ENSMUSG00000061411	-0.129669374361395
chr2-153478480-153479261	ENSMUSG00000027479	0.238579382803451
chr2-154372126-154373124	ENSMUSG00000038467	0.25286421927273
chr2-154406700-154408514	ENSMUSG00000038467	-0.221078844142691
chr2-154790448-154792147	ENSMUSG00000000876	-0.151677253279679
chr2-154524857-154526224	ENSMUSG00000059842	0.231287425777484
chr2-154656430-154658152	ENSMUSG00000059842	-0.150123455107342
chr2-154524857-154526224	ENSMUSG00000038467	0.390954273318434
chr2-154790448-154792147	ENSMUSG00000038467	-0.125410575910297
chr2-154656430-154658152	ENSMUSG00000027593	-0.198209422754809
chr2-154790448-154792147	ENSMUSG00000027593	0.213631071753821
chr2-154790448-154792147	ENSMUSG00000047459	-0.243470482789236
chr2-155356777-155358292	ENSMUSG00000047459	-0.190451037389637
chr2-155275965-155277997	ENSMUSG00000027602	0.186007579859156
chr2-155513544-155515124	ENSMUSG00000027602	-0.17603150883746
chr2-155132931-155134443	ENSMUSG00000038375	0.28825622120347
chr2-155517536-155518748	ENSMUSG00000038383	-0.199389568532315
chr2-155275965-155277997	ENSMUSG00000027612	0.140797893879209
chr2-155811580-155812464	ENSMUSG00000038369	-0.175065588146359
chr2-155329520-155331945	ENSMUSG00000038324	-0.169130833369677
chr2-155356777-155358292	ENSMUSG00000027603	0.238667482565474
chr2-155691354-155692739	ENSMUSG00000027603	0.28585369603058
chr2-155381297-155382692	ENSMUSG00000027612	0.105955912284532
chr2-155517536-155518748	ENSMUSG00000038241	-0.154228390187397
chr2-155825879-155827499	ENSMUSG00000038324	0.258118227053889
chr2-155825879-155827499	ENSMUSG00000038312	-0.161177527176254
chr2-155691354-155692739	ENSMUSG00000027612	0.10100150935908
chr2-155817823-155820150	ENSMUSG00000027612	-0.251591857540045
chr2-155825879-155827499	ENSMUSG00000027612	0.115134309519576
chr2-155728673-155729871	ENSMUSG00000074649	0.254281928629196
chr2-155774926-155776457	ENSMUSG00000074649	-0.152952886841638
chr2-155662243-155664460	ENSMUSG00000038241	0.254782192459267
chr2-155662243-155664460	ENSMUSG00000074643	0.264579937128399
chr2-155662243-155664460	ENSMUSG00000027620	0.296853781120078
chr2-155817823-155820150	ENSMUSG00000005882	-0.149009124903915
chr2-155955860-155957145	ENSMUSG00000005882	-0.149630350384135
chr2-156289347-156290697	ENSMUSG00000038241	0.311821800160634
chr2-155811580-155812464	ENSMUSG00000005881	0.252013335079051
chr2-155811580-155812464	ENSMUSG00000046229	-0.152137768793188
chr2-155825879-155827499	ENSMUSG00000027620	-0.0921225136423934
chr2-155825879-155827499	ENSMUSG00000027624	0.258072737056879
chr2-156110725-156112316	ENSMUSG00000005881	-0.182256050788935
chr2-155929054-155930735	ENSMUSG00000046229	0.206215704890587
chr2-156323440-156325205	ENSMUSG00000074643	-0.146350266180976
chr2-156323440-156325205	ENSMUSG00000027618	0.226459170418994
chr2-156420363-156422291	ENSMUSG00000027618	0.252068298631127
chr2-156475048-156477270	ENSMUSG00000027618	0.202101330833307
chr2-156007662-156008914	ENSMUSG00000038085	0.230722436626375
chr2-156007662-156008914	ENSMUSG00000061689	0.172102257761595
chr2-156064988-156066918	ENSMUSG00000038116	0.159524742228
chr2-156143394-156145087	ENSMUSG00000061689	0.291953190258892
chr2-156196069-156197433	ENSMUSG00000038085	-0.221140878012647
chr2-156379492-156380638	ENSMUSG00000038085	0.243826047637691
chr2-156311403-156313157	ENSMUSG00000046229	0.218241940259787
chr2-156196069-156197433	ENSMUSG00000061689	0.195512071152174
chr2-156379492-156380638	ENSMUSG00000027624	0.233564579423696
chr2-156580841-156582028	ENSMUSG00000027624	-0.168128322594817
chr2-156289347-156290697	ENSMUSG00000027628	0.149363632575494
chr2-156289347-156290697	ENSMUSG00000027637	0.262633123158041
chr2-156379492-156380638	ENSMUSG00000061689	0.189543540299698
chr2-156379492-156380638	ENSMUSG00000027637	0.176645172499916
chr2-156420363-156422291	ENSMUSG00000061689	-0.161111508286902
chr2-156420363-156422291	ENSMUSG00000085741	0.203697276171869
chr2-156580841-156582028	ENSMUSG00000061689	-0.181233436020973
chr2-156612867-156615600	ENSMUSG00000061689	0.259301946220816
chr2-156664144-156666924	ENSMUSG00000061689	0.206485512092796
chr2-156731495-156732745	ENSMUSG00000061689	0.185528755504282
chr2-156927482-156928320	ENSMUSG00000061689	0.201026854124679
chr2-156580841-156582028	ENSMUSG00000055485	0.165889797923804
chr2-156612867-156615600	ENSMUSG00000027637	-0.165108945105414
chr2-156664144-156666924	ENSMUSG00000027637	0.268511872714302
chr2-156664144-156666924	ENSMUSG00000027642	0.187679409011322
chr2-156839663-156842347	ENSMUSG00000027637	0.314306993638857
chr2-157078103-157079979	ENSMUSG00000027637	-0.145944352290846
chr2-156765683-156767663	ENSMUSG00000027634	0.179172210513782
chr2-157166399-157167525	ENSMUSG00000027634	0.245778980221508
chr2-156862057-156863858	ENSMUSG00000027642	0.213737536168515
chr2-156950497-156951876	ENSMUSG00000055485	0.212819137078412
chr2-156924591-156926767	ENSMUSG00000067786	0.187920388894337
chr2-156973127-156974433	ENSMUSG00000027646	0.273406276477656
chr2-156973127-156974433	ENSMUSG00000087445	0.110504370386789
chr2-157026849-157028653	ENSMUSG00000063019	0.183419868665744
chr2-157026849-157028653	ENSMUSG00000027646	0.238017131631195
chr2-157057964-157059434	ENSMUSG00000027646	0.247655612494372
chr2-157166399-157167525	ENSMUSG00000067787	-0.174912807183532
chr2-157423654-157425988	ENSMUSG00000063019	0.191564640784608
chr2-157492787-157493895	ENSMUSG00000063019	-0.194098357856854
chr2-157278738-157279941	ENSMUSG00000027646	0.327799918752619
chr2-157423654-157425988	ENSMUSG00000087445	0.148577205145339
chr2-157529660-157531189	ENSMUSG00000087445	0.128343176426678
chr2-157423654-157425988	ENSMUSG00000067786	0.166998379755097
chr2-157423654-157425988	ENSMUSG00000067787	0.18133989951914
chr2-157423654-157425988	ENSMUSG00000027649	0.197148878849789
chr2-157434344-157435405	ENSMUSG00000027651	0.256522639121898
chr2-157456915-157458239	ENSMUSG00000027649	0.181900562004166
chr2-157478480-157479349	ENSMUSG00000037843	0.388306424113659
chr2-157506323-157507582	ENSMUSG00000037843	0.241957906415788
chr2-157529660-157531189	ENSMUSG00000027651	-0.180274237788261
chr2-157984650-157986974	ENSMUSG00000027649	0.282357785049403
chr2-157736916-157737836	ENSMUSG00000027651	0.2904449193815
chr2-157837681-157839117	ENSMUSG00000037843	0.229968207513622
chr2-157837681-157839117	ENSMUSG00000044349	0.267777225505579
chr2-158409214-158411010	ENSMUSG00000027655	-0.189560310759018
chr2-160366093-160368445	ENSMUSG00000016933	-0.17218992842812
chr2-160887169-160888244	ENSMUSG00000035877	-0.141897988904082
chr2-161177043-161178379	ENSMUSG00000057133	-0.124840308924616
chr2-162660223-162661609	ENSMUSG00000035576	0.270202087606092
chr2-163202737-163205586	ENSMUSG00000074607	0.271531501764731
chr2-163308771-163310592	ENSMUSG00000074607	0.236177570475687
chr2-163437791-163439836	ENSMUSG00000074607	0.311549398769364
chr2-163054041-163055243	ENSMUSG00000099632	-0.194708725682448
chr2-163054041-163055243	ENSMUSG00000017679	-0.160645342171276
chr2-163054041-163055243	ENSMUSG00000017707	-0.133055863360701
chr2-163132199-163132953	ENSMUSG00000099632	0.243472722089523
chr2-163132199-163132953	ENSMUSG00000048486	0.15088177661659
chr2-163418892-163420288	ENSMUSG00000099632	-0.161295567709102
chr2-163437791-163439836	ENSMUSG00000018322	-0.210290152632362
chr2-163918447-163920370	ENSMUSG00000017679	0.323764148364137
chr2-163918447-163920370	ENSMUSG00000017707	0.266260618127795
chr2-163918447-163920370	ENSMUSG00000035268	0.376686799862761
chr2-163994492-163996454	ENSMUSG00000035268	0.259450753441732
chr2-163601836-163603126	ENSMUSG00000018209	0.352708519768238
chr2-163644091-163646009	ENSMUSG00000018322	0.302091396054368
chr2-163658093-163659368	ENSMUSG00000035226	0.318036216374292
